type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
CASH_OUT,25095.41,C9327,94620.59,69525.18,D9327,96727.16,121822.57,0,0
DEBIT,31195.73,C9328,8273.41,0.0,D9328,89079.24,120274.97,0,0
PAYMENT,11609.7,C9329,59768.35,48158.649999999994,D9329,66705.3,78315.0,0,0
TRANSFER,35935.05,C9330,87766.78,51831.729999999996,D9330,85672.36,121607.41,0,0
TRANSFER,27356.02,C9331,7976.98,0.0,D9331,8520.44,35876.46,0,0
TRANSFER,22339.61,C9332,55389.34,33049.729999999996,D9332,37712.69,60052.3,0,0
CASH_OUT,40489.39,C9333,82428.99,41939.600000000006,D9333,1309.25,41798.64,1,0
PAYMENT,12175.52,C9334,98632.47,86456.95,D9334,17747.22,29922.74,0,0
CASH_IN,44158.92,C9335,72432.74,28273.820000000007,D9335,63049.26,107208.18,0,0
TRANSFER,28052.88,C9336,27833.44,0.0,D9336,88556.16,116609.04000000001,0,0
PAYMENT,30459.13,C9337,69957.03,39497.899999999994,D9337,63278.03,93737.16,1,0
DEBIT,43753.07,C9338,70576.68,26823.609999999993,D9338,66413.81,110166.88,0,0
CASH_OUT,40879.32,C9339,69996.6,29117.280000000006,D9339,10382.16,51261.479999999996,0,0
PAYMENT,30078.5,C9340,85426.04,55347.53999999999,D9340,66486.05,96564.55,0,0
PAYMENT,37659.63,C9341,8738.01,0.0,D9341,45434.67,83094.29999999999,1,0
CASH_IN,21666.54,C9342,10841.98,0.0,D9342,65144.02,86810.56,0,0
PAYMENT,27369.34,C9343,64061.71,36692.369999999995,D9343,32617.31,59986.65,0,0
CASH_IN,3104.44,C9344,95388.11,92283.67,D9344,58148.59,61253.03,0,0
CASH_OUT,4493.81,C9345,46583.86,42090.05,D9345,42406.93,46900.74,1,0
CASH_OUT,41471.44,C9346,96056.27,54584.83,D9346,55863.71,97335.15,0,0
DEBIT,2984.52,C9347,93808.53,90824.01,D9347,14708.95,17693.47,0,0
CASH_IN,8470.79,C9348,90290.97,81820.18,D9348,39582.49,48053.28,0,0
CASH_IN,39791.84,C9349,90985.1,51193.26000000001,D9349,37427.87,77219.70999999999,0,0
TRANSFER,58.3,C9350,89831.88,89773.58,D9350,73639.45,73697.75,1,0
TRANSFER,14120.93,C9351,81988.94,67868.01000000001,D9351,70640.95,84761.88,0,0
DEBIT,29202.35,C9352,69497.9,40295.549999999996,D9352,90885.87,120088.22,0,0
CASH_OUT,29772.9,C9353,2440.82,0.0,D9353,63205.56,92978.45999999999,0,0
TRANSFER,38857.87,C9354,13225.36,0.0,D9354,31454.71,70312.58,0,0
PAYMENT,25296.81,C9355,13423.21,0.0,D9355,78322.47,103619.28,0,0
CASH_OUT,25470.58,C9356,2354.03,0.0,D9356,49699.76,75170.34,0,0
PAYMENT,36265.8,C9357,11670.18,0.0,D9357,19349.32,55615.12,0,0
CASH_IN,24931.72,C9358,91974.64,67042.92,D9358,74741.15,99672.87,0,0
CASH_OUT,30424.95,C9359,66380.43,35955.479999999996,D9359,13253.14,43678.09,1,0
DEBIT,44888.81,C9360,31207.3,0.0,D9360,17815.33,62704.14,0,0
CASH_IN,20073.15,C9361,79336.0,59262.85,D9361,75875.59,95948.73999999999,0,0
CASH_IN,19256.87,C9362,48836.95,29580.079999999998,D9362,77014.47,96271.34,0,0
PAYMENT,178.45,C9363,14212.7,14034.25,D9363,79078.13,79256.58,0,0
CASH_IN,30671.7,C9364,88450.21,57778.51000000001,D9364,29332.51,60004.21,0,0
TRANSFER,1489.57,C9365,33866.19,32376.620000000003,D9365,86658.75,88148.32,0,0
CASH_OUT,25207.92,C9366,69885.92,44678.0,D9366,72266.81,97474.73,0,0
TRANSFER,40211.89,C9367,29059.42,0.0,D9367,83396.74,123608.63,0,0
PAYMENT,27496.5,C9368,50007.13,22510.629999999997,D9368,70860.55,98357.05,1,0
PAYMENT,13482.54,C9369,81625.27,68142.73000000001,D9369,57959.65,71442.19,0,0
CASH_OUT,39308.63,C9370,15677.73,0.0,D9370,10939.48,50248.11,0,0
CASH_IN,13486.58,C9371,97725.14,84238.56,D9371,71093.62,84580.2,0,0
DEBIT,36651.86,C9372,7021.59,0.0,D9372,69046.08,105697.94,0,0
PAYMENT,30513.31,C9373,53400.89,22887.579999999998,D9373,31249.11,61762.42,0,0
CASH_OUT,8500.64,C9374,91602.55,83101.91,D9374,73581.98,82082.62,0,0
DEBIT,45256.79,C9375,94569.39,49312.6,D9375,55045.46,100302.25,0,0
CASH_IN,10032.98,C9376,23210.9,13177.920000000002,D9376,55940.62,65973.6,0,0
PAYMENT,49479.36,C9377,14398.5,0.0,D9377,36760.47,86239.83,0,0
CASH_OUT,366.52,C9378,72440.3,72073.78,D9378,11678.5,12045.02,0,0
CASH_OUT,13174.91,C9379,4197.36,0.0,D9379,21692.85,34867.759999999995,0,0
CASH_OUT,9993.82,C9380,48523.9,38530.08,D9380,76883.17,86876.98999999999,0,0
PAYMENT,700.66,C9381,79635.52,78934.86,D9381,27144.16,27844.82,0,0
DEBIT,36618.66,C9382,56025.47,19406.809999999998,D9382,225.31,36843.97,0,0
CASH_OUT,34671.6,C9383,18801.33,0.0,D9383,99701.74,134373.34,0,0
CASH_IN,39617.76,C9384,48704.43,9086.669999999998,D9384,21068.22,60685.98,0,0
CASH_OUT,12835.67,C9385,92127.47,79291.8,D9385,65538.31,78373.98,0,0
DEBIT,22217.31,C9386,61721.3,39503.990000000005,D9386,92692.2,114909.51,0,0
PAYMENT,32956.02,C9387,72149.06,39193.04,D9387,59971.27,92927.29,0,0
CASH_OUT,21988.99,C9388,33626.39,11637.399999999998,D9388,79903.06,101892.05,0,0
CASH_OUT,34866.59,C9389,18848.38,0.0,D9389,97637.17,132503.76,0,0
CASH_IN,31699.04,C9390,25564.22,0.0,D9390,86036.34,117735.38,0,0
CASH_IN,5733.28,C9391,53317.76,47584.48,D9391,55790.41,61523.69,1,0
CASH_OUT,39052.38,C9392,28022.02,0.0,D9392,36370.29,75422.67,0,0
CASH_OUT,36034.1,C9393,54196.48,18162.380000000005,D9393,48246.44,84280.54000000001,0,0
CASH_IN,32792.06,C9394,70779.19,37987.130000000005,D9394,84182.62,116974.68,0,0
DEBIT,7755.53,C9395,73439.59,65684.06,D9395,85335.46,93090.99,0,0
TRANSFER,13400.55,C9396,16468.49,3067.9400000000023,D9396,84585.49,97986.04000000001,0,0
TRANSFER,19659.46,C9397,75043.08,55383.62,D9397,59722.44,79381.9,0,0
CASH_OUT,13997.2,C9398,67268.81,53271.61,D9398,47695.59,61692.78999999999,0,0
CASH_IN,11391.29,C9399,1200.51,0.0,D9399,31133.81,42525.100000000006,1,0
PAYMENT,40268.08,C9400,5887.22,0.0,D9400,336.09,40604.17,0,0
PAYMENT,31911.97,C9401,64624.95,32712.979999999996,D9401,76448.53,108360.5,0,0
TRANSFER,28274.04,C9402,38370.39,10096.349999999999,D9402,27699.83,55973.87,0,0
DEBIT,11298.41,C9403,14610.4,3311.99,D9403,32967.79,44266.2,0,0
TRANSFER,45903.91,C9404,4439.66,0.0,D9404,84348.12,130252.03,0,0
CASH_OUT,9559.96,C9405,15939.83,6379.870000000001,D9405,5225.12,14785.079999999998,0,0
DEBIT,39747.75,C9406,95751.4,56003.649999999994,D9406,92762.03,132509.78,0,0
PAYMENT,48333.67,C9407,72756.56,24422.89,D9407,136.19,48469.86,0,0
CASH_IN,36354.91,C9408,52770.54,16415.629999999997,D9408,93916.91,130271.82,0,0
CASH_IN,49642.95,C9409,94154.05,44511.100000000006,D9409,45475.85,95118.79999999999,1,0
CASH_OUT,32552.9,C9410,61911.04,29358.14,D9410,10212.26,42765.16,0,0
TRANSFER,10873.8,C9411,72564.52,61690.72,D9411,67416.14,78289.94,0,0
CASH_OUT,10191.77,C9412,28265.18,18073.41,D9412,89585.64,99777.41,0,0
CASH_IN,16228.89,C9413,58898.18,42669.29,D9413,43807.28,60036.17,0,0
PAYMENT,357.49,C9414,14347.72,13990.23,D9414,69135.79,69493.28,0,0
CASH_IN,34085.24,C9415,40448.31,6363.07,D9415,97936.27,132021.51,0,0
DEBIT,13434.12,C9416,3324.03,0.0,D9416,24070.08,37504.200000000004,0,0
CASH_IN,40759.35,C9417,21662.81,0.0,D9417,82044.95,122804.29999999999,0,0
CASH_IN,17959.27,C9418,7486.86,0.0,D9418,29523.71,47482.979999999996,0,0
DEBIT,23998.34,C9419,38777.88,14779.539999999997,D9419,42633.76,66632.1,0,0
TRANSFER,48284.48,C9420,84303.52,36019.04,D9420,28176.59,76461.07,0,0
CASH_IN,12109.36,C9421,37793.41,25684.050000000003,D9421,44601.17,56710.53,0,0
CASH_OUT,36062.98,C9422,83163.96,47100.98,D9422,508.9,36571.880000000005,0,0
CASH_IN,37756.13,C9423,65649.83,27893.700000000004,D9423,30343.88,68100.01,0,0
CASH_OUT,11050.69,C9424,50952.94,39902.25,D9424,44529.41,55580.100000000006,0,0
DEBIT,25050.34,C9425,23689.17,0.0,D9425,63224.02,88274.36,0,0
CASH_IN,17510.75,C9426,92215.61,74704.86,D9426,63736.14,81246.89,0,0
DEBIT,38595.54,C9427,5420.08,0.0,D9427,58378.56,96974.1,0,0
DEBIT,31124.54,C9428,68891.3,37766.76,D9428,29303.18,60427.72,0,0
TRANSFER,23799.68,C9429,62123.99,38324.31,D9429,94740.43,118540.10999999999,0,0
CASH_IN,38968.38,C9430,44104.15,5135.770000000004,D9430,39196.98,78165.36,0,0
CASH_OUT,11758.54,C9431,24032.1,12273.559999999998,D9431,21689.39,33447.93,0,0
CASH_OUT,37681.34,C9432,43069.59,5388.25,D9432,55451.29,93132.63,0,0
CASH_IN,43268.85,C9433,87277.27,44008.420000000006,D9433,74892.87,118161.72,0,0
TRANSFER,43931.2,C9434,83676.61,39745.41,D9434,1223.36,45154.56,0,0
TRANSFER,39183.9,C9435,94138.12,54954.219999999994,D9435,27634.4,66818.3,0,0
TRANSFER,20401.3,C9436,30779.32,10378.02,D9436,82497.79,102899.09,0,0
CASH_OUT,49090.42,C9437,38710.42,0.0,D9437,50702.11,99792.53,0,0
DEBIT,18980.3,C9438,1872.62,0.0,D9438,40848.83,59829.130000000005,0,0
TRANSFER,31931.63,C9439,94295.0,62363.369999999995,D9439,93090.13,125021.76000000001,0,0
CASH_OUT,8054.55,C9440,32939.01,24884.460000000003,D9440,8953.51,17008.06,0,0
CASH_OUT,49022.46,C9441,40416.38,0.0,D9441,61557.02,110579.48,0,0
DEBIT,35199.59,C9442,90780.46,55580.87000000001,D9442,34218.87,69418.45999999999,0,0
CASH_IN,37669.12,C9443,52659.84,14990.719999999994,D9443,7082.34,44751.46000000001,0,0
CASH_IN,3289.77,C9444,56617.45,53327.68,D9444,21374.45,24664.22,0,0
TRANSFER,38171.13,C9445,17623.28,0.0,D9445,62793.32,100964.45,0,0
TRANSFER,38736.4,C9446,49866.0,11129.599999999999,D9446,2827.69,41564.090000000004,0,0
DEBIT,33588.96,C9447,91820.86,58231.9,D9447,59224.88,92813.84,0,0
TRANSFER,14596.19,C9448,55871.81,41275.619999999995,D9448,95685.04,110281.23,0,0
DEBIT,24485.01,C9449,25511.64,1026.630000000001,D9449,79509.61,103994.62,0,0
CASH_OUT,5522.61,C9450,3118.09,0.0,D9450,34559.71,40082.32,0,0
TRANSFER,23579.88,C9451,33630.18,10050.3,D9451,13820.76,37400.64,0,0
CASH_OUT,12191.95,C9452,57259.09,45067.14,D9452,46506.44,58698.39,0,0
PAYMENT,17455.5,C9453,4261.33,0.0,D9453,39295.04,56750.54,0,0
DEBIT,8130.86,C9454,60979.26,52848.4,D9454,97173.3,105304.16,0,0
PAYMENT,11503.49,C9455,52341.38,40837.89,D9455,98986.81,110490.3,0,0
TRANSFER,3829.36,C9456,78343.55,74514.19,D9456,41058.47,44887.83,0,0
CASH_OUT,45995.15,C9457,2888.82,0.0,D9457,14878.4,60873.55,0,0
TRANSFER,26521.0,C9458,78084.73,51563.729999999996,D9458,91060.95,117581.95,0,0
PAYMENT,19837.7,C9459,52087.7,32249.999999999996,D9459,79354.23,99191.93,0,0
TRANSFER,26751.93,C9460,37052.93,10301.0,D9460,51127.42,77879.35,0,0
CASH_IN,31415.03,C9461,96538.3,65123.270000000004,D9461,36535.46,67950.48999999999,0,0
PAYMENT,46094.02,C9462,16011.95,0.0,D9462,44816.58,90910.6,0,0
TRANSFER,8935.47,C9463,54132.51,45197.04,D9463,90188.12,99123.59,0,0
CASH_OUT,14778.33,C9464,32098.15,17319.82,D9464,18464.34,33242.67,1,0
TRANSFER,48789.49,C9465,52748.64,3959.1500000000015,D9465,80678.35,129467.84,0,0
CASH_OUT,18560.28,C9466,55227.55,36667.270000000004,D9466,1819.06,20379.34,1,0
CASH_IN,1129.06,C9467,8944.82,7815.76,D9467,92057.2,93186.26,0,0
TRANSFER,7383.03,C9468,66113.51,58730.479999999996,D9468,50029.73,57412.76,0,0
CASH_IN,1317.91,C9469,63448.15,62130.24,D9469,22674.78,23992.69,0,0
PAYMENT,49496.17,C9470,76946.73,27450.559999999998,D9470,285.65,49781.82,0,0
CASH_OUT,13944.26,C9471,9065.85,0.0,D9471,55954.65,69898.91,0,0
PAYMENT,46177.21,C9472,29725.85,0.0,D9472,24448.79,70626.0,0,0
CASH_OUT,49794.32,C9473,65011.06,15216.739999999998,D9473,63126.43,112920.75,0,0
CASH_IN,29992.46,C9474,13673.08,0.0,D9474,28116.93,58109.39,0,0
DEBIT,1660.78,C9475,67759.82,66099.04000000001,D9475,8802.4,10463.18,0,0
TRANSFER,4080.5,C9476,5902.67,1822.17,D9476,50505.16,54585.66,0,0
CASH_IN,24079.97,C9477,33493.16,9413.190000000002,D9477,56448.57,80528.54000000001,0,0
CASH_OUT,20309.19,C9478,84671.11,64361.92,D9478,45259.0,65568.19,0,0
CASH_OUT,30309.26,C9479,77429.13,47119.87000000001,D9479,45803.56,76112.81999999999,0,0
CASH_OUT,21942.95,C9480,64476.07,42533.119999999995,D9480,58965.01,80907.96,0,0
CASH_OUT,46703.91,C9481,87045.84,40341.92999999999,D9481,52635.35,99339.26000000001,1,0
TRANSFER,26737.45,C9482,70926.95,44189.5,D9482,13256.75,39994.2,0,0
PAYMENT,34686.61,C9483,51937.51,17250.9,D9483,19708.56,54395.17,0,0
DEBIT,44824.37,C9484,97971.75,53147.38,D9484,14179.1,59003.47,0,0
TRANSFER,7344.45,C9485,69485.61,62141.16,D9485,69329.56,76674.01,0,0
CASH_OUT,11487.5,C9486,60136.72,48649.22,D9486,52859.84,64347.34,0,0
TRANSFER,5366.83,C9487,40887.06,35520.229999999996,D9487,42985.51,48352.340000000004,0,0
CASH_IN,6982.78,C9488,90241.25,83258.47,D9488,79833.9,86816.68,0,0
CASH_OUT,25629.69,C9489,29570.91,3941.220000000001,D9489,32579.47,58209.16,0,0
DEBIT,16059.64,C9490,921.96,0.0,D9490,56810.67,72870.31,1,0
CASH_OUT,21159.22,C9491,19674.05,0.0,D9491,7440.76,28599.980000000003,0,0
DEBIT,49124.51,C9492,10951.75,0.0,D9492,74440.41,123564.92000000001,0,0
DEBIT,7836.06,C9493,31899.38,24063.32,D9493,69519.24,77355.3,0,0
PAYMENT,27041.06,C9494,82587.87,55546.81,D9494,80237.96,107279.02,0,0
PAYMENT,4944.46,C9495,65152.97,60208.51,D9495,88447.6,93392.06000000001,0,0
TRANSFER,15925.5,C9496,16898.06,972.5600000000013,D9496,75802.83,91728.33,0,0
TRANSFER,26376.77,C9497,78882.17,52505.399999999994,D9497,84448.99,110825.76000000001,0,0
DEBIT,47331.64,C9498,50421.99,3090.3499999999985,D9498,34565.46,81897.1,0,0
CASH_OUT,19562.02,C9499,51271.46,31709.44,D9499,34333.74,53895.759999999995,0,0
CASH_IN,3246.27,C9500,36211.22,32964.950000000004,D9500,94430.08,97676.35,0,0
CASH_IN,19408.68,C9501,86461.64,67052.95999999999,D9501,91457.45,110866.13,0,0
CASH_OUT,7287.91,C9502,31832.73,24544.82,D9502,54849.73,62137.64,0,0
CASH_OUT,11500.25,C9503,9413.98,0.0,D9503,36655.88,48156.13,0,0
PAYMENT,30904.91,C9504,30272.9,0.0,D9504,86600.15,117505.06,0,0
CASH_IN,3372.13,C9505,71535.35,68163.22,D9505,32341.11,35713.24,0,0
DEBIT,23236.72,C9506,65758.19,42521.47,D9506,15363.51,38600.23,0,0
TRANSFER,30473.47,C9507,18801.72,0.0,D9507,63949.27,94422.73999999999,0,0
PAYMENT,21093.5,C9508,11178.43,0.0,D9508,4262.18,25355.68,0,0
CASH_IN,957.3,C9509,66086.58,65129.28,D9509,37910.19,38867.490000000005,0,0
CASH_OUT,49275.98,C9510,67637.68,18361.69999999999,D9510,80766.38,130042.36000000002,0,0
CASH_IN,18356.42,C9511,36614.96,18258.54,D9511,29521.62,47878.03999999999,0,0
DEBIT,38929.08,C9512,84280.14,45351.06,D9512,93131.55,132060.63,0,0
PAYMENT,16283.0,C9513,97820.52,81537.52,D9513,95582.47,111865.47,0,0
CASH_OUT,23751.36,C9514,20564.52,0.0,D9514,81581.63,105332.99,0,0
DEBIT,19423.79,C9515,57706.87,38283.08,D9515,98764.33,118188.12,0,0
TRANSFER,17127.62,C9516,534.63,0.0,D9516,53076.41,70204.03,1,0
PAYMENT,1093.55,C9517,71305.44,70211.89,D9517,56919.96,58013.51,0,0
DEBIT,18001.69,C9518,41428.21,23426.52,D9518,83616.68,101618.37,0,0
DEBIT,44474.61,C9519,19326.92,0.0,D9519,49280.53,93755.14,0,0
CASH_OUT,34519.98,C9520,75222.19,40702.21,D9520,40672.0,75191.98000000001,0,0
TRANSFER,7272.0,C9521,81064.88,73792.88,D9521,61475.36,68747.36,0,0
DEBIT,29558.16,C9522,11116.65,0.0,D9522,65765.95,95324.11,0,0
PAYMENT,44611.65,C9523,4099.58,0.0,D9523,75089.58,119701.23000000001,0,0
DEBIT,35002.0,C9524,33407.84,0.0,D9524,66820.07,101822.07,0,0
CASH_IN,7435.07,C9525,62599.05,55163.98,D9525,74572.18,82007.25,0,0
PAYMENT,43391.76,C9526,79341.95,35950.189999999995,D9526,67455.97,110847.73000000001,0,0
PAYMENT,15077.9,C9527,54606.25,39528.35,D9527,48044.52,63122.42,0,0
DEBIT,22704.35,C9528,58074.88,35370.53,D9528,13493.46,36197.81,0,0
CASH_OUT,26307.61,C9529,79985.82,53678.21000000001,D9529,78544.32,104851.93000000001,0,0
PAYMENT,42525.48,C9530,52884.34,10358.859999999993,D9530,3077.92,45603.4,0,0
CASH_IN,46580.44,C9531,61115.45,14535.009999999995,D9531,99250.01,145830.45,0,0
CASH_OUT,46482.71,C9532,51621.73,5139.020000000004,D9532,82845.85,129328.56,0,0
CASH_OUT,398.7,C9533,88045.82,87647.12000000001,D9533,67091.06,67489.76,0,0
CASH_OUT,46094.5,C9534,23551.66,0.0,D9534,96660.68,142755.18,0,0
PAYMENT,2720.29,C9535,26399.36,23679.07,D9535,61247.03,63967.32,0,0
CASH_OUT,13289.42,C9536,12796.15,0.0,D9536,5643.29,18932.71,0,0
DEBIT,25749.88,C9537,81946.68,56196.79999999999,D9537,55938.22,81688.1,0,0
CASH_OUT,23996.8,C9538,41177.73,17180.930000000004,D9538,27720.42,51717.22,0,0
CASH_IN,30235.88,C9539,34789.39,4553.509999999998,D9539,36947.75,67183.63,0,0
TRANSFER,23972.83,C9540,98134.87,74162.04,D9540,45958.52,69931.35,0,0
CASH_IN,46718.85,C9541,92680.34,45961.49,D9541,77460.07,124178.92000000001,0,0
PAYMENT,12028.2,C9542,97198.77,85170.57,D9542,50292.92,62321.119999999995,0,0
CASH_OUT,13701.96,C9543,14229.9,527.9400000000005,D9543,47468.03,61169.99,0,0
CASH_OUT,46036.98,C9544,89125.18,43088.19999999999,D9544,30197.21,76234.19,0,0
DEBIT,3837.9,C9545,32870.96,29033.059999999998,D9545,53987.22,57825.12,0,0
CASH_OUT,30478.43,C9546,1265.68,0.0,D9546,24839.09,55317.520000000004,0,0
CASH_IN,34087.12,C9547,39129.83,5042.709999999999,D9547,26099.38,60186.5,0,0
PAYMENT,25277.58,C9548,50919.64,25642.059999999998,D9548,75725.88,101003.46,0,0
TRANSFER,34711.9,C9549,10822.04,0.0,D9549,34254.73,68966.63,0,0
CASH_OUT,8638.56,C9550,53767.76,45129.200000000004,D9550,5139.97,13778.529999999999,1,0
TRANSFER,42631.76,C9551,81946.36,39314.6,D9551,34367.73,76999.49,0,0
CASH_OUT,7002.14,C9552,37765.1,30762.96,D9552,63857.22,70859.36,0,0
PAYMENT,20041.22,C9553,35264.48,15223.260000000002,D9553,81398.56,101439.78,0,0
CASH_IN,3763.8,C9554,33881.04,30117.24,D9554,96193.67,99957.47,0,0
PAYMENT,27261.01,C9555,92309.44,65048.43000000001,D9555,74622.04,101883.04999999999,0,0
TRANSFER,33487.62,C9556,4875.81,0.0,D9556,42885.16,76372.78,0,0
CASH_OUT,47061.14,C9557,44507.61,0.0,D9557,29911.93,76973.07,0,0
TRANSFER,36967.07,C9558,26459.95,0.0,D9558,12963.0,49930.07,0,0
CASH_IN,27055.6,C9559,89380.7,62325.1,D9559,62768.64,89824.23999999999,0,0
PAYMENT,46630.92,C9560,9605.23,0.0,D9560,50988.33,97619.25,0,0
TRANSFER,23922.36,C9561,41144.28,17221.92,D9561,67770.15,91692.51,0,0
TRANSFER,28060.72,C9562,40681.62,12620.900000000001,D9562,23713.32,51774.04,1,0
CASH_IN,29805.33,C9563,88839.44,59034.11,D9563,32364.42,62169.75,0,0
CASH_OUT,20499.58,C9564,21549.34,1049.7599999999984,D9564,29209.53,49709.11,1,0
TRANSFER,41924.3,C9565,64489.54,22565.239999999998,D9565,79765.18,121689.48,0,0
CASH_IN,9259.61,C9566,13440.61,4181.0,D9566,17122.98,26382.59,0,0
CASH_OUT,27742.55,C9567,95397.57,67655.02,D9567,60847.21,88589.76,0,0
CASH_OUT,36111.94,C9568,59301.5,23189.559999999998,D9568,5135.5,41247.44,0,0
PAYMENT,45198.9,C9569,62625.67,17426.769999999997,D9569,54952.76,100151.66,0,0
CASH_IN,44196.04,C9570,43377.34,0.0,D9570,6391.4,50587.44,0,0
CASH_OUT,25437.51,C9571,34228.27,8790.759999999998,D9571,17587.66,43025.17,0,0
PAYMENT,32158.43,C9572,21267.64,0.0,D9572,11302.53,43460.96,0,0
DEBIT,19712.49,C9573,60398.78,40686.28999999999,D9573,34672.54,54385.03,0,0
CASH_IN,23409.42,C9574,95456.17,72046.75,D9574,34373.14,57782.56,0,0
DEBIT,45313.38,C9575,35979.1,0.0,D9575,82641.93,127955.31,0,0
CASH_OUT,46535.27,C9576,88315.69,41780.420000000006,D9576,22568.75,69104.01999999999,0,0
CASH_IN,44770.81,C9577,14877.63,0.0,D9577,8638.67,53409.479999999996,0,0
PAYMENT,6919.4,C9578,93612.6,86693.20000000001,D9578,60351.18,67270.58,0,0
CASH_OUT,42504.35,C9579,35048.63,0.0,D9579,68745.07,111249.42000000001,0,0
CASH_IN,47418.24,C9580,37972.72,0.0,D9580,29482.36,76900.6,0,0
CASH_IN,18063.12,C9581,46284.23,28221.110000000004,D9581,60281.41,78344.53,0,0
DEBIT,25932.8,C9582,71824.43,45891.62999999999,D9582,77605.66,103538.46,0,0
CASH_OUT,38954.98,C9583,71965.34,33010.35999999999,D9583,34755.29,73710.27,0,0
PAYMENT,28104.34,C9584,47958.86,19854.52,D9584,52535.38,80639.72,0,0
PAYMENT,49674.18,C9585,52315.29,2641.1100000000006,D9585,14663.33,64337.51,0,0
CASH_OUT,22786.21,C9586,3001.05,0.0,D9586,2364.68,25150.89,0,0
CASH_OUT,35697.42,C9587,30429.67,0.0,D9587,98136.8,133834.22,0,0
TRANSFER,39629.76,C9588,34601.71,0.0,D9588,29973.09,69602.85,0,0
DEBIT,24705.53,C9589,55872.73,31167.200000000004,D9589,27890.21,52595.74,1,0
CASH_OUT,42849.33,C9590,55829.98,12980.650000000001,D9590,97324.51,140173.84,0,0
CASH_OUT,27308.18,C9591,70989.98,43681.799999999996,D9591,72823.35,100131.53,0,0
TRANSFER,20583.13,C9592,71702.73,51119.59999999999,D9592,58529.79,79112.92,0,0
TRANSFER,5392.08,C9593,23521.07,18128.989999999998,D9593,69932.34,75324.42,1,0
CASH_IN,19671.29,C9594,77018.72,57347.43,D9594,70992.66,90663.95000000001,1,0
PAYMENT,36697.09,C9595,1960.36,0.0,D9595,76333.59,113030.68,0,0
DEBIT,46064.4,C9596,71616.19,25551.79,D9596,6718.92,52783.32,0,0
CASH_IN,12584.72,C9597,10206.11,0.0,D9597,41283.14,53867.86,0,0
CASH_OUT,17762.42,C9598,72964.82,55202.40000000001,D9598,29513.03,47275.45,0,0
TRANSFER,7698.9,C9599,52711.81,45012.909999999996,D9599,7056.96,14755.86,0,0
PAYMENT,34536.45,C9600,43725.45,9189.0,D9600,41259.9,75796.35,0,0
CASH_IN,48009.46,C9601,69066.64,21057.18,D9601,61617.35,109626.81,0,0
PAYMENT,32047.97,C9602,3637.08,0.0,D9602,17849.77,49897.740000000005,0,0
TRANSFER,30854.21,C9603,22347.03,0.0,D9603,30502.67,61356.88,0,0
CASH_IN,27674.94,C9604,61644.01,33969.07000000001,D9604,63917.08,91592.02,0,0
CASH_IN,4423.7,C9605,84721.54,80297.84,D9605,57932.47,62356.17,0,0
PAYMENT,36475.46,C9606,38110.76,1635.300000000003,D9606,86878.55,123354.01000000001,0,0
TRANSFER,30102.88,C9607,25876.15,0.0,D9607,79123.1,109225.98000000001,0,0
CASH_OUT,33074.18,C9608,51873.64,18799.46,D9608,96561.11,129635.29000000001,0,0
CASH_IN,44940.66,C9609,62231.53,17290.869999999995,D9609,59719.33,104659.99,0,0
CASH_OUT,39198.26,C9610,42010.3,2812.040000000001,D9610,69846.74,109045.0,0,0
TRANSFER,39045.98,C9611,87671.07,48625.090000000004,D9611,86050.63,125096.61000000002,0,0
CASH_IN,46359.26,C9612,52343.87,5984.610000000001,D9612,83999.24,130358.5,1,0
CASH_IN,49496.76,C9613,3582.36,0.0,D9613,71872.16,121368.92000000001,0,0
CASH_OUT,29064.56,C9614,22305.4,0.0,D9614,50025.62,79090.18000000001,0,0
DEBIT,5444.97,C9615,45064.7,39619.729999999996,D9615,27320.69,32765.66,0,0
CASH_OUT,22957.04,C9616,69772.55,46815.51,D9616,87721.58,110678.62,0,0
CASH_OUT,39380.27,C9617,21975.22,0.0,D9617,77665.54,117045.81,0,0
DEBIT,1387.24,C9618,97625.74,96238.5,D9618,83790.7,85177.94,0,0
TRANSFER,2845.32,C9619,31855.83,29010.510000000002,D9619,14078.93,16924.25,0,0
TRANSFER,3358.82,C9620,53248.02,49889.2,D9620,31481.29,34840.11,0,0
CASH_IN,36552.06,C9621,1896.64,0.0,D9621,42488.5,79040.56,0,0
PAYMENT,25058.83,C9622,88489.07,63430.240000000005,D9622,83835.2,108894.03,0,0
PAYMENT,18445.53,C9623,78883.47,60437.94,D9623,89288.67,107734.2,0,0
CASH_IN,5281.75,C9624,19545.8,14264.05,D9624,28489.27,33771.020000000004,0,0
PAYMENT,36612.28,C9625,93323.67,56711.39,D9625,68642.92,105255.2,0,0
CASH_OUT,16051.67,C9626,31583.98,15532.31,D9626,7781.42,23833.09,0,0
CASH_OUT,13266.94,C9627,69218.63,55951.69,D9627,40957.33,54224.270000000004,0,0
DEBIT,32616.31,C9628,81897.63,49281.32000000001,D9628,48666.91,81283.22,0,0
DEBIT,27950.99,C9629,74091.45,46140.45999999999,D9629,76563.28,104514.27,0,0
CASH_IN,18121.17,C9630,91758.28,73637.11,D9630,89197.22,107318.39,0,0
CASH_IN,32074.73,C9631,86427.48,54352.75,D9631,33728.32,65803.05,0,0
